id-partido,temporada,fecha,jornada,equipo-local,equipo-visitante,goles-local,goles-visitante,estadio
330,2021-2022_2_A,24/11/2021,Cuartos Ida,Monterrey,Atlas,0,0,Estadio BBVA
331,2021-2022_2_A,25/11/2021,Cuartos Ida,Puebla,León,2,1,Cuauhtémoc
332,2021-2022_2_A,25/11/2021,Cuartos Ida,Santos Laguna,Tigres,2,1,TSM Corona
333,2021-2022_2_A,27/11/2021,Cuartos Vuelta,América,Pumas,1,3,Azteca
334,2021-2022_2_A,27/11/2021,Cuartos Vuelta,Atlas,Monterrey,1,1,Jalisco
335,2021-2022_2_A,28/11/2021,Cuartos Vuelta,Tigres,Santos Laguna,1,0,Universitario
336,2021-2022_2_A,28/11/2021,Cuartos Vuelta,León,Puebla,2,0,Nou Camp
337,2021-2022_2_A,1/12/2021,Semifinal Ida,Tigres,León,2,1,Universitario
338,2021-2022_2_A,2/12/2021,Semifinal Ida,Pumas,Atlas,0,1,Olímpico Universitario
339,2021-2022_2_A,4/12/2021,Semifinal Vuelta,León,Tigres,2,1,Nou Camp
340,2021-2022_2_A,5/12/2021,Semifinal Vuelta,Atlas,Pumas,0,1,Jalisco
341,2021-2022_2_A,9/12/2021,Final Ida,León,Atlas,3,2,Nou Camp
342,2021-2022_2_A,12/12/2021,Final Vuelta,Atlas,León,1,0,Jalisco
